,Time,Hor_eye,Ver_eye
245,73706.9230327,73706.9288102,73706.9345921
246,73706.940369,73706.9461466,73706.9519235
247,73706.9577005,73706.9634829,73706.9692598
248,73706.9750368,73706.9808144,73706.9865962
249,73706.9923731,73706.9981501,73707.003927
250,73707.0097039,73707.0154864,73707.0212633
251,73707.0270403,73707.0328178,73707.0385997
252,73707.0443766,73707.0501542,73707.0559311
253,73707.061708,73707.0674905,73707.0732674
254,73707.0790444,73707.0848219,73707.0906031
255,73707.0963801,73707.1021576,73707.1079346
256,73707.1137164,73707.119494,73707.1252709
257,73707.1310479,73707.1368254,73707.1426072
258,73707.1483842,73707.1541617,73707.1599387
259,73707.1657205,73707.1714981,73707.177275
260,73707.1830513,73707.1888289,73707.1946107
261,73707.2003877,73707.2061652,73707.2119422
262,73707.217724,73707.2235016,73707.2292785
263,73707.2350554,73707.2408324,73707.2466148
264,73707.2523918,73707.2581693,73707.2639463
265,73707.2697281,73707.2755044,73707.281282
266,73707.2870589,73707.2928407,73707.2986183
267,73707.3043952,73707.3101722,73707.3159498
268,73707.3217316,73707.3275091,73707.3332861
269,73707.339063,73707.3448448,73707.3506224
270,73707.3563994,73707.3621769,73707.3679532
271,73707.3737351,73707.379512,73707.3852896
272,73707.3910665,73707.3968483,73707.4026259
273,73707.4084028,73707.4141798,73707.4199573
274,73707.4257392,73707.4315161,73707.4372937
275,73707.4430706,73707.4488524,73707.45463
276,73707.4604063,73707.4661833,73707.4719657
277,73707.4777426,73707.4835196,73707.4892971
278,73707.4950741,73707.5008559,73707.5066335
279,73707.5124104,73707.5181874,73707.5239698
280,73707.5297467,73707.5355237,73707.5413013
281,73707.5470782,73707.5528594,73707.558637
282,73707.5644139,73707.5701908,73707.5759733
283,73707.5817502,73707.5875272,73707.5933047
284,73707.5990817,73707.6048635,73707.6106411
285,73707.616418,73707.6221949,73707.6279774
286,73707.6337543,73707.6395313,73707.6453082
287,73707.65109,73707.656867,73707.6626445
288,73707.6684215,73707.6741984,73707.6799809
289,73707.6857578,73707.6915348,73707.6973123
290,73707.7030941,73707.7088711,73707.7146486
291,73707.7204256,73707.7262025,73707.731985
292,73707.7377613,73707.7435382,73707.7493158
293,73707.7550976,73707.7608746,73707.7666521
294,73707.7724291,73707.778206,73707.7839885
295,73707.7897654,73707.7955423,73707.8013199
296,73707.8071017,73707.8128787,73707.8186562
297,73707.8244332,73707.8302144,73707.8359919
298,73707.8417689,73707.8475458,73707.8533228
299,73707.8591052,73707.8648822,73707.8706597
300,73707.8764367,73707.8822185,73707.887996
301,73707.893773,73707.8995499,73707.9053275
302,73707.9111093,73707.9168863,73707.9226632
303,73707.9284401,73707.934222,73707.9399995
304,73707.9457765,73707.9515534,73707.9573303
305,73707.9631128,73707.9688897,73707.9746673
306,73707.9804442,73707.9862261,73707.992003
307,73707.9977806,73708.0035575,73708.0093393
308,73708.0151163,73708.0208932,73708.0266702
309,73708.0324477,73708.0382295,73708.0440065
310,73708.0497841,73708.055561,73708.0613428
311,73708.0671204,73708.0728973,73708.0786743
312,73708.0844518,73708.0902337,73708.0960106
313,73708.1017882,73708.1075645,73708.1133463
314,73708.1191239,73708.1249008,73708.1306777
315,73708.1364553,73708.1422371,73708.1480141
316,73708.1537916,73708.1595686,73708.1653504
317,73708.171128,73708.1769049,73708.1826818
318,73708.1884643,73708.1942412,73708.2000176
319,73708.2057951,73708.2115721,73708.2173539
320,73708.2231314,73708.2289084,73708.2346853
321,73708.2404678,73708.2462447,73708.2520217
322,73708.2577992,73708.2635762,73708.269358
323,73708.2751356,73708.2809125,73708.2866894
324,73708.2924713,73708.2982482,73708.3040251
325,73708.3098027,73708.3155796,73708.3213615
326,73708.327139,73708.332916,73708.3386929
327,73708.3444754,73708.3502523,73708.3560292
328,73708.3618068,73708.3675837,73708.3733656
329,73708.3791431,73708.3849195,73708.3906964
330,73708.3964782,73708.4022558,73708.4080327
331,73708.4138103,73708.4195921,73708.4253691
332,73708.4311466,73708.4369236,73708.4427005
333,73708.4484823,73708.4542599,73708.4600368
334,73708.4658144,73708.4715962,73708.4773725
335,73708.4831495,73708.488927,73708.494704
336,73708.5004858,73708.5062634,73708.5120403
337,73708.5178179,73708.5235997,73708.5293766
338,73708.5351536,73708.5409311,73708.5467081
339,73708.5524899,73708.5582675,73708.5640444
340,73708.5698207,73708.5756032,73708.5813801
341,73708.5871571,73708.5929346,73708.5987164
342,73708.6044934,73708.610271,73708.6160479
343,73708.6218248,73708.6276073,73708.6333842
344,73708.6391612,73708.6449387,73708.6507206
345,73708.6564975,73708.6622744,73708.6680514
346,73708.6738283,73708.6796108,73708.6853877
347,73708.6911646,73708.6969422,73708.702724
348,73708.708501,73708.7142785,73708.7200555
349,73708.7258324,73708.7316149,73708.7373918
350,73708.7431687,73708.7489463,73708.7547275
351,73708.7605045,73708.766282,73708.772059
352,73708.7778408,73708.7836183,73708.7893953
353,73708.7951722,73708.8009498,73708.8067316
354,73708.8125086,73708.8182861,73708.8240631
355,73708.8298449,73708.8356225,73708.8413994
356,73708.8471757,73708.8529533,73708.8587351
357,73708.864512,73708.8702896,73708.8760665
358,73708.8818484,73708.8876259,73708.8934029
359,73708.8991798,73708.9049574,73708.9107392
360,73708.9165161,73708.9222937,73708.9280706
361,73708.9338525,73708.9396294,73708.9454064
362,73708.9511833,73708.9569657,73708.9627427
363,73708.9685196,73708.9742972,73708.9800741
364,73708.985856,73708.9916335,73708.9974105
365,73709.0031874,73709.0089692,73709.0147468
366,73709.0205237,73709.0263013,73709.0320776
367,73709.0378594,73709.0436364,73709.0494139
368,73709.0551909,73709.0609727,73709.0667503
369,73709.0725272,73709.0783041,73709.0840817
370,73709.0898635,73709.0956405,73709.101418
371,73709.107195,73709.1129768,73709.1187544
372,73709.1245307,73709.1303076,73709.1360901
373,73709.141867,73709.147644,73709.1534215
374,73709.1591985,73709.1649803,73709.1707579
375,73709.1765348,73709.1823117,73709.1880942
376,73709.1938711,73709.1996481,73709.2054256
377,73709.2112026,73709.2169838,73709.2227613
378,73709.2285383,73709.2343152,73709.2400977
379,73709.2458746,73709.2516515,73709.2574291
380,73709.263206,73709.2689879,73709.2747654
381,73709.2805424,73709.2863193,73709.2921018
382,73709.2978787,73709.3036556,73709.3094326
383,73709.3152144,73709.3209914,73709.3267689
384,73709.3325459,73709.3383228,73709.3441052
385,73709.3498822,73709.3556591,73709.3614367
386,73709.3672185,73709.3729955,73709.378773
387,73709.38455,73709.3903269,73709.3961094
388,73709.4018857,73709.4076626,73709.4134402
389,73709.419222,73709.4249989,73709.4307765
390,73709.4365534,73709.4423304,73709.4481128
391,73709.4538898,73709.4596667,73709.4654443
392,73709.4712261,73709.477003,73709.4827806
393,73709.4885575,73709.4943388,73709.5001163
394,73709.5058933,73709.5116702,73709.5174478
395,73709.5232296,73709.5290065,73709.5347841
396,73709.540561,73709.5521198,73709.5578974
397,73709.5636743,73709.5694519,73709.5752337
398,73709.5810106,73709.5867869,73709.5925645
399,73709.5983463,73709.6041239,73709.6099008
400,73709.6156778,73709.6214547,73709.6272372
401,73709.6330141,73709.6387917,73709.6445686
402,73709.6503504,73709.6561274,73709.6619049
403,73709.6676819,73709.6734643,73709.6792407
404,73709.6850176,73709.6907945,73709.6965721
405,73709.7023539,73709.7081309,73709.7139084
406,73709.7196854,73709.7254672,73709.7312448
407,73709.7370217,73709.7427986,73709.7485762
408,73709.754358,73709.760135,73709.7659125
409,73709.7716888,73709.7774707,73709.7832482
410,73709.7890252,73709.7948021,73709.8005797
411,73709.8063615,73709.8121384,73709.817916
412,73709.8236929,73709.8294748,73709.8352523
413,73709.8410293,73709.8468062,73709.8525838
414,73709.8583656,73709.8641419,73709.8699195
415,73709.8756964,73709.8814783,73709.8872558
416,73709.8930328,73709.8988097,73709.9045922
417,73709.9103691,73709.916146,73709.9219236
418,73709.9277005,73709.9334824,73709.9392599
419,73709.9450369,73709.9508138,73709.9565956
420,73709.9623726,73709.9681495,73709.9739271
421,73709.979704,73709.9854858,73709.9912634
422,73709.9970403,73710.0028173,73710.0085997
423,73710.0143767,73710.0201536,73710.0259312
424,73710.0317081,73710.0374899,73710.0432675
425,73710.0490438,73710.0548208,73710.0606032
426,73710.0663802,73710.0721571,73710.0779347
427,73710.0837165,73710.0894934,73710.095271
428,73710.1010479,73710.1068249,73710.1126073
429,73710.1183843,73710.1241612,73710.1299388
430,73710.1357206,73710.1414969,73710.1472745
431,73710.1530514,73710.1588283,73710.1646108
432,73710.1703877,73710.1761647,73710.1819416
433,73710.1877241,73710.193501,73710.2108325
434,73710.2166143,73710.2223918,73710.2281688
435,73710.2339451,73710.2397276,73710.2455045
436,73710.2512814,73710.257059,73710.2628408
437,73710.2686178,73710.2743953,73710.2801723
438,73710.2859492,73710.2917317,73710.2975086
439,73710.3032855,73710.3090631,73710.3148449
440,73710.3206219,73710.3263988,73710.3321757
441,73710.3379527,73710.3437351,73710.3495121
442,73710.355289,73710.3610666,73710.3668484
443,73710.3726253,73710.3784029,73710.3841799
444,73710.3899568,73710.3957392,73710.4015162
445,73710.4072931,73710.4130707,73710.4188519
446,73710.4246288,73710.4304064,73710.4361833
447,73710.4419652,73710.4477427,73710.4535197
448,73710.4592966,73710.4650742,73710.470856
449,73710.4766329,73710.4824105,73710.4881874
450,73710.4939693,73710.4997468,73710.5055238
451,73710.5113001,73710.5170776,73710.5228595
452,73710.5286364,73710.534414,73710.5401909
453,73710.5459727,73710.5517503,73710.5575272
454,73710.5633042,73710.5690818,73710.5748636
455,73710.5806405,73710.5864181,73710.592195
456,73710.5979768,73710.6037538,73710.6095307
457,73710.6153077,73710.6210901,73710.6268671
458,73710.632644,73710.6384216,73710.6441985
459,73710.6499803,73710.6557579,73710.6615348
460,73710.6673118,73710.6730942,73710.6788712
461,73710.6846481,73710.6904257,73710.696202
462,73710.7019838,73710.7077614,73710.7135383
463,73710.7193153,73710.7250977,73710.7308746
464,73710.7366516,73710.7424291,73710.7482061
465,73710.7539879,73710.7597655,73710.7655424
466,73710.7713194,73710.7771012,73710.7828787
467,73710.7886551,73710.7944326,73710.8002145
468,73710.8059914,73710.8117683,73710.8175459
469,73710.8233228,73710.8291047,73710.8348822
470,73710.8406592,73710.8464361,73710.8522186
471,73710.8579955,73710.8637724,73710.86955
472,73710.8753269,73710.8811081,73710.8868857
473,73710.8926626,73710.8984396,73710.904222
474,73710.909999,73710.9157759,73710.9215535
475,73710.9273304,73710.9331122,73710.9388898
476,73710.9446668,73710.9504437,73710.9562261
477,73710.9620031,73710.96778,73710.973557
478,73710.9793388,73710.9851157,73710.9908933
479,73710.9966702,73711.0024472,73711.0082296
480,73711.0140066,73711.0197835,73711.0255611
