,Time,Hor_eye,Ver_eye
545,71822.6265044,71822.6322862,71822.6380638
546,71822.6438407,71822.6496177,71822.6553946
547,71822.6611771,71822.666954,71822.6727316
548,71822.6785085,71822.6842903,71822.6900673
549,71822.6958448,71822.7016212,71822.7074036
550,71822.7131806,71822.7189575,71822.7247351
551,71822.730512,71822.7362938,71822.7420714
552,71822.7478483,71822.7536253,71822.7594071
553,71822.7651847,71822.7709616,71822.7767392
554,71822.7825161,71822.7882979,71822.7940749
555,71822.7998518,71822.8056287,71822.8114112
556,71822.8171881,71822.8229651,71822.828742
557,71822.8345196,71822.8403014,71822.846079
558,71822.8518559,71822.8576329,71822.8634153
559,71822.8691922,71822.8749692,71822.8807467
560,71822.886528,71822.8923049,71822.8980825
561,71822.9038594,71822.9096363,71822.9154188
562,71822.9211957,71822.9269727,71822.9327502
563,71822.9385321,71822.944309,71822.9500866
564,71822.9558635,71822.9616404,71822.9674229
565,71822.9731998,71822.9789761,71822.9847537
566,71822.9905355,71822.9963125,71823.00209
567,71823.007867,71823.0136439,71823.0194264
568,71823.0252033,71823.0309802,71823.0367578
569,71823.0425396,71823.0483166,71823.0540941
570,71823.0598711,71823.065648,71823.0714299
571,71823.0772068,71823.0829837,71823.0887613
572,71823.0945431,71823.1003207,71823.1060976
573,71823.1118746,71823.1176564,71823.123434
574,71823.1292109,71823.1349878,71823.1407654
575,71823.1465472,71823.1523242,71823.1581017
576,71823.163878,71823.1696599,71823.1754374
577,71823.1812144,71823.1869913,71823.1927689
578,71823.1985507,71823.2043276,71823.2101052
579,71823.2158821,71823.221664,71823.2274415
580,71823.2332185,71823.2389954,71823.244773
581,71823.2505548,71823.2563318,71823.2621087
582,71823.2678856,71823.2736681,71823.279445
583,71823.285222,71823.2909989,71823.2967814
584,71823.3025583,71823.3083359,71823.3141128
585,71823.3198897,71823.3256722,71823.3314491
586,71823.3372261,71823.3430036,71823.3487848
587,71823.3545618,71823.3603393,71823.3661163
588,71823.3718932,71823.3776757,71823.3834526
589,71823.3892295,71823.3950071,71823.4007889
590,71823.4065659,71823.4123434,71823.4181204
591,71823.4238973,71823.4296798,71823.4354567
592,71823.441233,71823.4470106,71823.4527924
593,71823.4585694,71823.4643469,71823.4701239
594,71823.4759057,71823.4816833,71823.4874602
595,71823.4932371,71823.4990147,71823.5047965
596,71823.5105735,71823.516351,71823.522128
597,71823.5279098,71823.5336867,71823.5394637
598,71823.5452406,71823.5510182,71823.5568
599,71823.5625769,71823.5683545,71823.5741314
600,71823.5799133,71823.5856908,71823.5914678
601,71823.5972447,71823.6030223,71823.6088041
602,71823.614581,71823.6203586,71823.6261349
603,71823.6319168,71823.6376943,71823.6434713
604,71823.6492482,71823.6550306,71823.6608076
605,71823.6665845,71823.6723621,71823.678139
606,71823.6839209,71823.6896984,71823.6954754
607,71823.7012523,71823.7070348,71823.7128117
608,71823.718588,71823.7243656,71823.7301425
609,71823.7359243,71823.7417019,71823.7474788
610,71823.7532558,71823.7590382,71823.7648152
611,71823.7705921,71823.7763697,71823.7821466
612,71823.7879284,71823.793706,71823.7994829
