,Time,Hor_eye,Ver_eye
239,75314.2123153,75314.2180928,75314.2238698
240,75314.2296467,75314.2354291,75314.2412061
241,75314.246983,75314.2527606,75314.2585424
242,75314.2643194,75314.2700969,75314.2758732
243,75314.2816502,75314.2874326,75314.2932096
244,75314.2989865,75314.3047641,75314.3105459
245,75314.3163228,75314.3221004,75314.3278773
246,75314.3336592,75314.3394367,75314.3452137
247,75314.3509906,75314.3567682,75314.36255
248,75314.3683263,75314.3741039,75314.3798808
249,75314.3856626,75314.3914402,75314.3972172
250,75314.4029941,75314.4087717,75314.4145535
251,75314.4203304,75314.4261074,75314.4318849
252,75314.4376668,75314.4434443,75314.4492213
253,75314.4549982,75314.4607751,75314.466557
254,75314.4723339,75314.4781115,75314.4838884
255,75314.4896702,75314.4954472,75314.5012247
256,75314.5070017,75314.5127835,75314.5185611
257,75314.524338,75314.5301149,75314.5358925
258,75314.5416743,75314.5474513,75314.5532282
259,75314.5590052,75314.564787,75314.5705645
260,75314.5763415,75314.5821184,75314.587896
261,75314.5936778,75314.5994548,75314.6052323
262,75314.6110093,75314.6167911,75314.6225687
263,75314.6283456,75314.6341225,75314.6399001
264,75314.6456813,75314.6514582,75314.6572358
265,75314.6630127,75314.6687946,75314.6745721
266,75314.6803491,75314.686126,75314.6919085
267,75314.6976854,75314.7034623,75314.7092399
268,75314.7150168,75314.7207987,75314.7265762
269,75314.7323532,75314.7381295,75314.7439119
270,75314.7496889,75314.7554658,75314.7612434
271,75314.7670203,75314.7728022,75314.7785797
272,75314.7843567,75314.7901336,75314.7959161
273,75314.801693,75314.8074699,75314.8132469
274,75314.8190244,75314.8248063,75314.8305832
275,75314.8363601,75314.8421371,75314.8479189
276,75314.8536965,75314.8594734,75314.8652503
277,75314.8710328,75314.8768097,75314.8825867
278,75314.8883642,75314.8941412,75314.899923
279,75314.9057006,75314.9114775,75314.9172545
280,75314.9230363,75314.9288132,75314.9345902
281,75314.9403677,75314.9461447,75314.9519265
