,Hor_eye,Ver_eye,Time
381,1.93268723535599,-3.16445364946578,74816.2188301
382,1.93268723535599,-3.16445364946578,74816.224607
383,1.93268723535599,-3.16445364946578,74816.2303895
384,1.93268723535599,-3.16445364946578,74816.2361664
385,1.93268723535599,-3.16445364946578,74816.2419434
386,1.93268723535599,-3.16445364946578,74816.2477209
387,1.93268723535599,-3.16445364946578,74816.2535028
388,1.93268723535599,-3.16445364946578,74816.2592797
389,1.93268723535599,-3.16445364946578,74816.2650573
390,1.93268723535599,-3.16445364946578,74816.2708342
391,1.93268723535599,-3.16445364946578,74816.2766112
392,1.93268723535599,-3.16445364946578,74816.2823936
393,1.93268723535599,-3.16445364946578,74816.2881705
394,1.93268723535599,-3.16445364946578,74816.2939475
395,1.93268723535599,-3.16445364946578,74816.2997244
396,1.93268723535599,-3.16445364946578,74816.3055062
397,1.93268723535599,-3.16445364946578,74816.3112832
398,1.93268723535599,-3.16445364946578,74816.3170608
399,1.93268723535599,-3.16445364946578,74816.3228377
400,1.93268723535599,-3.16445364946578,74816.3286146
401,1.93268723535599,-3.16445364946578,74816.3343971
402,1.93268723535599,-3.16445364946578,74816.340174
403,1.93268723535599,-3.16445364946578,74816.345951
404,1.93268723535599,-3.16445364946578,74816.3517285
405,1.93268723535599,-3.16445364946578,74816.3575104
406,1.93268723535599,-3.16445364946578,74816.3632873
407,1.93268723535599,-3.16445364946578,74816.3690649
408,1.93268723535599,-3.16445364946578,74816.3748418
409,1.93268723535599,-3.16445364946578,74816.3806236
410,1.93268723535599,-3.16445364946578,74816.3864012
411,1.93268723535599,-3.16445364946578,74816.3921775
412,1.93268723535599,-3.16445364946578,74816.3979544
413,1.93268723535599,-3.16445364946578,74816.403732
414,1.93268723535599,-3.16445364946578,74816.4095138
415,1.93268723535599,-3.16445364946578,74816.4152908
416,1.93268723535599,-3.16445364946578,74816.4210683
417,1.93268723535599,-3.16445364946578,74816.4268453
418,1.93268723535599,-3.16445364946578,74816.4326271
419,1.93268723535599,-3.16445364946578,74816.4384047
420,1.93268723535599,-3.16445364946578,74816.4441816
421,1.93268723535599,-3.16445364946578,74816.4499585
422,1.93268723535599,-3.16445364946578,74816.4557361
423,1.93268723535599,-3.16445364946578,74816.4615179
424,1.93268723535599,-3.16445364946578,74816.4672949
425,1.93268723535599,-3.16445364946578,74816.4730724
426,1.93268723535599,-3.16445364946578,74816.4788494
427,1.93268723535599,-3.16445364946578,74816.4846306
