,Hor_eye,Ver_eye,Time
0,-9.05361637501861,-17.2899970524989,74461.0
1,-9.26342994827301,-17.3985688981281,74461.0173308
2,4.88717176074648,-16.4528443230383,74461.0231078
3,5.65744311610616,-16.5192033906562,74461.0288896
4,5.59604135364405,-16.6154753226385,74461.0346672
5,5.58324460299132,-16.691162877301,74461.0404441
6,5.49347591923129,-16.5963158943628,74461.046221
7,5.27287800772051,-16.6785109001627,74461.0520035
8,5.19100025808254,-16.7098149895708,74461.0577804
9,5.07579492478091,-16.7559090500569,74461.0635574
10,4.99837299616744,-16.723518770888,74461.0693349
11,4.93686023760564,-16.6421579803907,74461.0751119
12,4.84981051787349,-16.8441988932471,74461.0808937
13,4.80892780475562,-16.8616484921174,74461.0866713
14,4.63602121949492,-16.8558756854298,74461.0924482
15,4.49261713428539,-16.8873953659229,74461.0982245
16,4.35543159378616,-16.7609017939823,74461.104007
17,4.29604999823426,-16.6799358941475,74461.1097839
18,4.25810104276446,-16.6627308024096,74461.1155609
19,4.16772116900638,-16.8287872853338,74461.1213384
20,4.06207116048862,-16.7325941723765,74461.1271202
21,4.01517949805474,-16.6291595051821,74461.1328972
22,3.79003115257678,-16.611346190972,74461.1386747
23,3.78805442474728,-16.6297659331704,74461.1444517
24,3.67156929745661,-16.7236150756028,74461.1502286
25,3.61674857855704,-16.6270418418542,74461.1560111
26,3.54226864354035,-16.5954368881781,74461.161788
27,3.4999043679944,-16.5857809430831,74461.167565
28,3.3994981686677,-16.4520845840216,74461.1733425
29,3.35666198651086,-16.4306623745505,74461.1791244
30,3.25797465745111,-16.4445225916629,74461.1849013
31,3.15325130781733,-16.2594078204893,74461.1906782
32,3.13484504123045,-16.3649263378172,74461.1964552
33,3.06256044014012,-16.1759237336701,74461.2022321
34,3.04904376207259,-16.1878579281408,74461.2080146
35,3.05109697800769,-16.0150903015251,74461.2137915
36,3.07627512327732,-15.961950356595,74461.2195684
37,3.02866298836172,-16.0349158603014,74461.225346
38,2.98808302308856,-15.8043562265751,74461.2311278
39,2.93530130130587,-15.8076536859051,74461.2369048
40,2.90952334571774,-15.7150926003732,74461.2426823
41,2.88041055275559,-15.5904196278186,74461.2484593
42,2.82121266855499,-15.6262479827797,74461.2542362
43,2.74898316736272,-15.4956022896689,74461.2600187
44,2.73803611188048,-15.5251217280715,74461.2657956
45,2.57423406341845,-15.5302111611493,74461.2715725
46,2.0435233908154,-15.8975655168149,74461.2773501
47,1.18850464305828,-16.4095918648037,74461.2831313
48,0.88697885068303,-16.8100496282471,74461.2889082
49,0.924371427258491,-16.6998932866494,74461.2946858
50,0.991473391149486,-16.4435609342934,74461.3004628
51,0.904111239079108,-16.5163814596448,74461.3062397
52,0.989984517359842,-16.4646671911595,74461.3120221
53,0.920134530259633,-16.4219409461075,74461.3177991
54,0.827881889446545,-16.6527762448293,74461.323576
55,0.813363783283577,-16.6560045239091,74461.3293536
56,0.920522694170698,-16.4767440498253,74461.3351354
57,0.663396771600659,-16.8415263501837,74461.3409124
58,0.839562376692618,-16.4535912496956,74461.3466899
59,0.839493427671705,-16.4791261691402,74461.3524669
60,0.869558874634574,-16.4894981915537,74461.3582487
61,0.751576832686193,-16.4021116486247,74461.3640263
62,0.793750510240354,-16.4148480575554,74461.3698032
63,0.666119075621008,-16.3296094193102,74461.3755795
64,0.647092818436635,-16.419838375273,74461.3813571
65,0.604441239892545,-16.4913193654328,74461.3871389
66,0.609863609312122,-16.3616644712216,74461.3929158
67,0.585759231001897,-16.3526769893541,74461.3986934
68,0.526034040431412,-16.3671404695291,74461.4044703
69,0.528589798729579,-16.3737381423943,74461.4102522
70,0.444424641158099,-16.3613024014781,74461.4160297
71,0.449764568732401,-16.4673441034633,74461.4218067
72,0.395281788297793,-16.5363218746974,74461.4275836
73,0.400661410770846,-16.4517672286512,74461.4333612
74,0.393958626969118,-16.5542693617715,74461.439143
75,0.3505035392457,-16.5290099368228,74461.4449199
76,0.283099992160611,-16.5949877617452,74461.4506975
77,0.339477312219755,-16.5651040948564,74461.4564744
78,0.220467843953274,-16.6135053886254,74461.4622563
79,0.181953264986443,-16.6119653969466,74461.4680332
80,0.0103104072766981,-16.8879512144049,74461.4738102
81,0.175560244776875,-16.5252867221593,74461.4795871
82,0.0956698285725727,-16.5626792185745,74461.4853647
83,0.0770350059016601,-16.5001657612411,74461.4911465
84,0.00432416982293171,-16.4405862389993,74461.4969234
85,-0.0219513758778673,-16.3584507204496,74461.502701
86,-0.024333829555426,-16.2956057344137,74461.5084779
87,-0.0394767192750929,-16.4159794417753,74461.5142598
88,-0.0583044925698961,-16.4841566089969,74461.5200373
89,-0.0661994595589178,-16.2615246840263,74461.5258143
90,-0.136160058573255,-16.3600944376529,74461.5315912
91,-0.175771302385678,-16.3688899970866,74461.5373736
92,-0.14479371144844,-16.3364108637486,74461.5431506
93,-0.175425892804703,-16.3696205745086,74461.5489275
94,-0.214814429559877,-16.2831044998632,74461.5547051
95,-0.204336678181625,-16.3342707759136,74461.5604814
96,-0.24884589151859,-16.3213922536173,74461.5662632
97,-0.246664375287159,-16.4101687611681,74461.5720408
98,-0.232418890740282,-16.3543270665443,74461.5778177
99,-0.232143758693997,-16.4835346110568,74461.5835947
100,-0.255000649414624,-16.4028968330793,74461.5893771
101,-0.490908525017253,-16.8718453014806,74461.5951541
102,-0.345601111510633,-16.3621643194085,74461.600931
103,-1.41338851580243,-16.0417807362879,74461.6067086
104,-2.96460771257093,-15.2814409525796,74461.6124855
105,-4.25475365030362,-13.4155510353168,74461.6182673
106,-5.09243785918177,-11.6932565512363,74461.6240449
107,-5.65410574373705,-10.3375871647545,74461.6298218
108,-6.21047693669619,-9.63299183308364,74461.6355988
109,-6.20284679619676,-9.45719838447918,74461.6413812
110,-6.11833580186004,-9.39160292238881,74461.6471582
111,-6.05889029061497,-9.42459854892938,74461.6529345
112,-5.99585494066989,-9.35012911750341,74461.6587121
113,-5.88470923886144,-9.39394317120345,74461.664489
114,-5.87021253716481,-9.41168101421584,74461.6702708
115,-5.98614059931063,-9.35072111844073,74461.6760484
116,-5.88931620541749,-9.40982679167272,74461.6818253
117,-5.90550735533258,-9.39117912193959,74461.6876023
118,-5.82743442547552,-9.46679192820971,74461.6933847
119,-5.6892283858295,-9.41882377790145,74461.6991617
120,-5.72959711924614,-9.4626247200876,74461.7049386
121,-5.72824972777288,-9.49476995445211,74461.7107162
122,-5.6402437898579,-9.48103624852197,74461.716498
123,-5.64799692896127,-9.51687407429872,74461.7222749
124,-5.56155745457798,-9.58868886698705,74461.7280525
125,-5.61518230398348,-9.55295572335299,74461.7338294
126,-5.5230983983386,-9.60382693056474,74461.7396064
127,-5.54485391347658,-9.67880076218118,74461.7453882
128,-5.44051674023714,-9.7421152527757,74461.7511651
129,-5.44147463741912,-9.77037188039251,74461.7569421
130,-5.38269185638827,-9.96112823371474,74461.7627196
131,-5.39958165326825,-10.0125458725016,74461.7685015
132,-5.30385895081072,-10.1505813362068,74461.7742784
133,-5.29928995710196,-10.2159866386808,74461.780056
