,Hor_eye,gx
0,0.698319443208433,-55.0
1,0.6544189986389871,-55.0
2,0.6317172851093864,-55.0
3,0.5997758621361606,-56.82857142847904
4,0.5774247694269942,-61.39247311956626
5,0.5704497422942932,-70.61075948764208
6,0.5641596440721043,-83.79712746823685
7,0.5558739950827642,-90.97845601250789
8,0.5274846220479303,-103.51590106361594
9,0.48715899076721253,-113.88632326641832
10,0.45062885033776273,-122.55067567959202
11,0.46162746377707586,-133.58892617203506
12,0.5057392080456917,-146.34444444335625
13,0.5181421596983595,-157.30578512687714
14,0.516357902486351,-164.84695652085887
15,0.49891894126610437,-166.0
16,0.46642323020735565,-166.41709401684994
17,0.4853147411582726,-167.0
18,0.4849875988420579,-167.0
19,0.4531320442772369,-166.50000000035172
20,0.48617936339667855,-166.0
21,0.5067874863375613,-165.11605415963894
22,0.5017710225343817,-157.70230263259535
23,0.49611773381139757,-150.12178387650735
24,0.49578354514268835,-148.0
25,0.48359182463765227,-148.0
26,0.4655461973614001,-148.0
27,0.45315005202471426,-148.0
28,0.4289479292330908,-148.0
29,0.4067192318447567,-148.0
30,0.39314836607554426,-151.18264014193028
31,0.37382450741363793,-158.3476394852809
32,0.345985974550299,-163.05008944822796
33,0.391618686344495,-165.42281879109618
34,0.6395256885248793,-166.0
35,0.986103407330681,-166.0
36,1.1793600985961958,-167.0
37,1.2226169467298458,-167.0
38,1.2121905968221318,-166.0
39,1.1972691303572693,-166.0
40,1.1943266785850009,-165.5207756234507
41,1.1836218493519328,-164.9108061752308
42,1.1735728203353624,-164.0
43,1.1731793916858952,-163.0
44,1.1727870267258347,-162.0
45,1.1746240991166008,-160.7134724839933
46,1.1823970425264796,-156.19999999937633
47,1.1816565376680987,-150.0016313250576
48,1.1795297346493596,-145.0110497259873
49,1.1879179814013705,-143.0
50,1.190934950684975,-142.0
51,1.1867733236192652,-142.0
52,1.1953305022365743,-141.20714285768483
53,1.2059832814195457,-139.9397993322525
54,1.2134234619252935,-136.04379562002856
55,1.2216400704756774,-130.67032967078973
56,1.227665437621745,-127.64493597319078
57,1.2364724467938752,-125.3166472647511
58,1.233010644368116,-123.6494724506968
59,1.2287446672275482,-122.08636186091212
60,1.2338043417838245,-120.57302846554394
61,1.2462569948795106,-119.17312179222534
62,1.2584592571422764,-117.65010799157004
63,1.2540165045568126,-115.663097788136
64,1.2354820664645516,-114.23554603927928
65,1.229192325588929,-111.8860927138175
66,1.229832849130544,-109.46418604722435
67,1.235946909077205,-107.02739726211627
68,1.2457661829415396,-103.90873405357858
69,1.245155764598874,-102.2137628114433
70,1.2448375773133336,-102.0
71,1.2620653939342208,-102.0
72,1.280020796203142,-102.0
73,1.282707770698551,-101.0
74,1.2821743683008813,-101.0
75,1.2762540136778953,-101.0
76,1.2699247803944287,-100.96812749016026
77,1.2707125290607688,-99.07823129320423
78,1.266706203466349,-96.22827496889806
79,1.2578439062160585,-96.0
80,1.2608484187398192,-96.0
81,1.2658000772455353,-96.0
82,1.2670365622817095,-95.57675111779962
83,1.2623377691581246,-95.0
84,1.2583568586599803,-94.56435643619649
85,1.2607164041183387,-92.21019771175419
86,1.261140900439509,-87.99143468997697
87,1.2563342583006905,-83.33830846109768
88,1.2523580939182772,-77.79490291364804
89,1.2544532548130436,-74.35389610319707
90,1.2579765138450076,-70.76237623591193
91,1.252707342883629,-65.68197474187815
92,1.2559110034170542,-58.499999999106
93,1.262225410547658,-53.904435961978045
94,1.256417465419335,-53.114650520260454
95,1.2440250330990434,-52.32486507854286
96,1.2437756189027982,-51.53507963682527
97,1.2542408383053891,-50.74529419510768
98,1.258292683240268,-49.955508753390085
99,1.252217112571312,-49.165723311672494
100,1.2485809012409093,-48.375937869954896
101,1.2463190424942876,-44.62805663039803
102,1.245346554957099,-40.77678571564338
103,1.2451683006238259,-37.34836065768851
104,1.2374586541984063,-32.903143586105315
105,1.2155020647943742,-31.203908241626287
106,1.2040481731717625,-28.844532279932643
107,1.2019051292285343,-28.0
108,1.1958313659777358,-28.0
109,1.195150768155044,-28.0
110,1.220637421179664,-28.0
111,1.3331515708124173,-28.0
112,1.568873289626274,-28.0
113,1.7560696016659192,-28.0
114,1.7734549427501776,-28.0
115,1.7497792148647051,-28.0
116,1.7398278110376453,-28.0
117,1.7285396822920696,-28.0
118,1.7191123310232923,-28.0
119,1.7059516962753485,-28.0
120,1.6843762614411997,-28.0
